id,category,name,aliases,calories,protein,fat,saturated_fat,carbs,fiber,sugar,sodium,trans_fat_g
A0501302,穀物類,糙稉米(台稉9號),糙米,354.7295,7.436,2.3292,0.572,76.6276,4.503,0.45,3.071,
A0501303,穀物類,糙稉米(台中194),糙米,356.623,6.555,3.107,0.7628,76.4301,4.672,1.112,2.32,0.0
A0501401,穀物類,黑秈糙米,黑米,353.7527,7.455,3.4538,0.9126,74.035,4.4004,0.755,1.04,0.0
A0510101,穀物類,加鈣米,,353.6529,7.37,0.74,0.1562,77.68,0.66,,7.58,
A0510201,穀物類,高纖米,高纖蓬萊米,356.7087,8.276,2.47,0.5086,75.1674,2.8368,,3.15,
A0510301,穀物類,五穀米,,347.9681,8.695,2.8521,0.7562,72.9163,4.8663,0.8654,2.0,
A0510401,穀物類,米胚芽,,359.7654,17.024,12.723,2.9912,52.8858,14.7073,,4.9941,
A0520201,穀物類,秈米粉,在來米粉,362.1597,4.157,0.4215,0.0911,83.3658,0.5138,0.0,10.438,
A0520301,穀物類,糙米粉,,385.955,11.3,3.2,,78.1,3.2,,6.0,
A0520401,穀物類,白糯米粉,,358.5861,4.505,0.3825,0.122,82.3007,0.6174,0.0,15.861,
A0550601,穀物類,白飯,,181.9696,3.09,0.25,0.0545,41.01,0.55,,2.03,
A0600101,穀物類,高梁,,360.8068,11.0165,3.0448,0.6568,73.6032,5.1877,0.0,2.719,
A0600201,穀物類,糯高梁,,356.921,10.69,1.04,0.1696,75.6852,2.5494,,0.0,
A0710101,穀物類,黑麥片,,336.4225,7.784,1.234,0.2536,77.3014,10.7657,,1.3288,
A0800101,穀物類,燕麥,,387.9344,10.9165,10.215,1.9075,67.4401,8.5386,,3.905,
A0810101,穀物類,燕麥片,,383.41,12.3,9.7,,64.1,4.7,,3.0,
A0810201,穀物類,即食燕麥片,,383.9426,11.909,9.5684,1.7234,67.8638,10.5226,0.88,2.996,
A0900101,穀物類,蕎麥(甜蕎),"烏麥,甜蕎,三角麥",353.3719,11.037,2.8733,0.5932,71.2715,3.524,,1.8033,
A0900102,穀物類,蕎麥(甜蕎)(2025年取樣),"烏麥,甜蕎,三角麥",348.0751,11.382,2.825,0.5991,70.5631,5.0914,0.965,0.0,0.0
A1000101,穀物類,薏仁,"薏仁米,薏苡,薏米",374.684,14.0733,6.05,0.8633,66.2196,1.7952,,1.8733,
A1000102,穀物類,薏仁(2025年取樣),"薏仁米,薏苡,薏米",381.1606,15.031,7.119,1.2034,66.4825,5.238,0.83,0.0,0.0
A1000201,穀物類,糙薏仁,紅薏仁,378.87,13.702,7.3707,1.1099,65.9182,3.7644,0.4494,1.059,
A1020101,穀物類,薏仁粉,,388.815,10.89,3.475,0.5128,79.99,2.99,,10.855,
A1100101,穀物類,紅藜麥,,361.285,12.134,6.7366,0.8969,66.7713,8.3217,1.641,2.21,0.0
A1100201,穀物類,台灣藜(紅)(帶殼),"藜,赤藜,紫藜,紅心藜,紅藜,食用藜",346.3547,14.872,8.45,1.4415,62.3071,18.5031,2.842,1.13,0.0135
B0100101,澱粉類,淮山,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",351.3007,5.294,0.34,0.1086,82.3519,5.4408,,10.53,
B01002,澱粉類,山藥平均值,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",82.6763,2.8187,0.1107,0.0502,17.8241,1.2767,0.323,3.9177,0.0
B0100201,澱粉類,山藥(二刺),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",85.8038,2.732,0.0872,,18.8787,1.5983,,2.1022,
B0100202,澱粉類,山藥(大汕1號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",77.884,2.407,0.0749,,16.9691,0.975,,4.0621,
B0100203,澱粉類,山藥(大汕3號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",69.8227,2.649,0.08,,14.965,1.3492,,2.085,
B0100204,澱粉類,山藥(大刺),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",82.085,3.523,0.0704,,17.0539,1.1987,,7.674,
B0100205,澱粉類,山藥(中國長品),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",73.297,2.452,0.0926,,15.479,0.3957,,0.8894,
B0100206,澱粉類,山藥(台農1號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",90.8409,2.595,0.1302,,19.9388,1.1996,,0.8051,
B0100207,澱粉類,山藥(台農2號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",93.6672,3.207,0.0594,,19.8694,0.5808,,14.2629,
B0100208,澱粉類,山藥(白皮削),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",72.0638,2.465,0.0883,,15.6961,1.4063,,2.4332,
B0100209,澱粉類,山藥(尖石原生種),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",61.9702,3.14,0.1494,,12.4121,1.2715,,2.8681,
B0100210,澱粉類,山藥(宜蘭原生種),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",135.4035,4.796,0.1859,,29.0937,2.2504,,3.7645,
B0100211,澱粉類,山藥(花蓮3號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",90.2658,1.693,0.0892,,20.8666,1.4485,,5.62,
B0100212,澱粉類,山藥(青森),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",89.2115,2.607,0.1832,,19.8732,2.0721,,3.6179,
B0100213,澱粉類,山藥(高田),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",68.6093,3.116,0.1381,,14.0043,1.1452,,3.5835,
B0100214,澱粉類,山藥(白肉),日本山藥,66.5431,2.08,0.1207,0.0548,14.4376,0.9825,0.323,1.08,0.0
B0200301,澱粉類,紫山藥,"山薯,田薯,薯蕷,長薯,血薯;淮山(加工後)",90.0207,2.821,0.0766,,19.5752,1.0851,,2.8287,
B0320101,澱粉類,木薯粉,樹薯粉,361.3008,0.076,0.1924,0.0,87.3207,0.1736,0.0,0.783,
B0400101,澱粉類,白皮甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",113.1658,1.283,0.1199,,27.473,2.8505,2.527,72.992,
B0400201,澱粉類,菱角牛奶甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",129.7027,1.86,0.3302,0.2047,29.8853,1.6326,4.756,85.258,
B0400301,澱粉類,芋心甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,紅薯,紫心甘薯,芋頭(仔)番薯",116.2921,1.055,0.1138,,28.4558,2.8412,4.3256,87.0161,
B0400401,澱粉類,紅肉甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",108.6204,1.7783,0.248,0.1716,25.41,2.4046,5.096,41.7861,
B0400501,澱粉類,金時甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",133.7281,1.639,0.3583,0.2609,31.2836,2.1546,5.392,45.23,
B0400601,澱粉類,黃肉甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",115.2763,1.278,0.1527,0.1085,27.7651,2.5429,4.8093,51.2171,
B0420101,澱粉類,甘藷粉,"甘薯粉,蕃薯粉,甜薯粉,地瓜粉",356.4607,1.0215,0.1509,,85.5103,0.5183,0.0,19.063,
B0450101,澱粉類,油炸脫水甘藷,,474.88,2.27,30.1,,61.23,25.01,,305.0,
B0500101,澱粉類,芋頭,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",122.8528,2.5,1.1,,26.4,2.31,,5.0,
B0500201,澱粉類,小芋頭(山芋),"芋頭,芋艿,芋乃,芋仔,青芋,土芝",106.7196,2.2897,1.2044,0.4475,22.7924,2.9333,1.76,5.4676,
B0500301,澱粉類,檳榔心芋,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",115.3805,1.298,0.035,,28.0716,2.6616,,2.3448,
B0500302,澱粉類,檳榔心芋(2021年取樣),"芋頭,芋艿,芋乃,芋仔,青芋,土芝",102.9802,1.139,0.0,0.0,24.7955,1.7126,1.641,0.0,0.0
B0500401,澱粉類,冷凍芋頭塊,,135.097,2.2,4.3,,24.9,5.7,,15.0,
B0520101,澱粉類,芋頭粉,,314.9299,0.102,0.0475,0.0,83.0813,9.1154,73.477,34.347,
B0600101,澱粉類,豆薯,"刈薯,涼薯,葛薯,沙葛,地瓜,三角薯",28.7747,0.728,0.0616,0.0,6.8139,1.255,4.0227,4.0819,
B0700101,澱粉類,紅馬鈴薯(粉紅珍珠馬鈴薯),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",62.9545,1.64,0.0173,0.0,14.374,1.3319,2.3783,2.4604,
B0700201,澱粉類,馬鈴薯,"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",74.2473,2.5825,0.2161,,15.7848,1.27,,3.0648,
B0700202,澱粉類,馬鈴薯(2022年取樣),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",67.8853,2.276,0.0,0.0,14.9255,1.1825,0.414,1.93,0.0
B0700301,澱粉類,小馬鈴薯(珍珠馬鈴薯),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",56.992,1.748,0.0,0.0,12.7782,1.174,2.8298,7.092,
B0720101,澱粉類,馬鈴薯粉,太白粉,345.7698,0.09,0.07,,83.8,0.2,,7.5,
B0800101,澱粉類,荸薺,馬蹄,62.7737,1.703,0.0989,,14.4924,2.0856,,21.2331,
B0800102,澱粉類,荸薺(2025年取樣),馬蹄,44.8892,1.212,0.165,0.0884,10.1411,1.4208,3.852,2.56,0.0
B0820101,澱粉類,荸薺粉,馬蹄粉,363.7621,0.384,0.2065,0.0,87.7738,0.5169,0.0,3.829,
B0900101,澱粉類,蓮藕,"蓮根,藕,芙蕖,荷花藕",58.1861,2.0293,0.1893,0.089,13.5033,3.2861,3.1835,15.6451,
B0900201,澱粉類,熟蓮藕,"蓮根,藕,芙蕖,荷花藕",47.2195,1.088,0.0542,,11.0468,1.4156,,28.5148,
B0900202,澱粉類,熟蓮藕切片(水煮),"蓮根,藕,芙蕖,荷花藕",65.9022,0.772,0.048,0.0138,16.9402,3.4489,0.0,77.431,
B0920101,澱粉類,蓮藕粉,,364.1559,0.12,0.05,,88.3381,0.323,,4.71,
B1000101,澱粉類,菱角(生),"菱,芰,龍角,羊家,紅菱",72.3715,1.9,0.33,,16.07,1.9,,21.0,
B1000201,澱粉類,菱角仁(生),,113.4768,4.141,0.3171,0.0959,24.0776,2.1549,1.32,14.651,
B1000301,澱粉類,菱角(熟),"菱,芰,龍角,羊家,紅菱",139.8269,4.218,0.25,,30.9853,3.0271,,16.05,
B9900201,澱粉類,蒟蒻粉,,336.645,0.184,0.1888,0.0,87.2371,7.3693,82.955,13.366,
C0105101,堅果及種子類,甘扁桃仁片(生),杏仁片(生),550.4163,27.257,47.8116,3.7499,16.9753,6.4918,3.582,20.058,
C0110101,堅果及種子類,甘扁桃仁片(熟),杏仁片(熟),588.1443,23.443,56.8882,2.6533,14.8323,14.3597,0.0,73.271,
C0110201,堅果及種子類,甘扁桃仁(熟),杏仁果(熟),567.5262,21.946,49.8409,4.2325,23.2326,9.8316,4.256,0.998,
C0205101,堅果及種子類,松子仁(生),,669.055,16.6155,69.5262,5.8509,9.3778,4.2042,3.615,3.5415,
C0210101,堅果及種子類,原味松子仁,,668.0776,14.462,68.9571,6.8081,13.0403,5.9664,2.689,0.777,
C0310101,堅果及種子類,原味夏威夷豆,夏威夷火山豆,686.8625,7.478,71.6416,12.2278,18.2422,6.2667,4.836,1.44,
C0405101,堅果及種子類,生核桃,,654.6403,15.388,67.9249,6.1122,11.1741,6.1672,1.777,4.5317,
C0500101,堅果及種子類,栗子(生),,173.0045,3.53,0.56,0.1028,41.54,6.28,,1.58,
C0500202,堅果及種子類,栗子仁(生),,158.4826,3.686,0.7452,0.1429,38.6856,8.6935,8.08,2.315,
C0710101,堅果及種子類,開心果,,572.6833,22.381,52.7376,5.8468,20.0686,13.5612,6.216,462.3223,
C0805101,堅果及種子類,腰果(生),,560.6687,18.3335,45.5279,9.9121,30.3317,3.6073,7.157,11.2645,
C0810101,堅果及種子類,原味腰果,,555.7807,16.376,43.7356,10.2735,35.1692,4.9515,6.519,9.972,
C0905101,堅果及種子類,原味榛果,,655.1045,12.997,66.4911,5.7428,17.2005,7.9863,2.452,0.976,
C1005101,堅果及種子類,山粉圓,,279.7952,16.333,12.75,1.3429,58.0421,57.8885,,4.9,
C1305101,堅果及種子類,亞麻仁籽,,476.3326,20.83,40.328,4.3014,28.1117,23.1437,1.311,46.381,
C1320101,堅果及種子類,亞麻仁籽粉,,506.429,21.7325,43.6424,3.923,28.5988,24.4767,0.988,15.88,
C1410101,堅果及種子類,咖啡豆(曼特寧),,337.223,13.86,14.87,6.8236,65.08,48.41,,2.3,
C1505101,堅果及種子類,奇亞子,,421.7359,21.6785,31.8405,3.3464,34.7882,29.7495,0.384,0.475,0.0371
C1605101,堅果及種子類,白芝麻(生),"胡麻,烏麻,油麻,脂麻",576.2906,22.2645,54.9223,8.2153,15.0075,10.506,0.9867,38.8005,
C1605102,堅果及種子類,黑芝麻(生),"胡麻,烏麻,油麻,脂麻",518.8619,22.1585,48.0768,7.6257,17.6005,15.4903,0.7315,2.402,
C1605103,堅果及種子類,黑芝麻(生)(2025取樣),"胡麻,烏麻,油麻,脂麻",522.4021,19.055,49.3736,7.5988,20.4083,19.3418,1.063,0.62,0.0
C1610101,堅果及種子類,白芝麻(熟),"胡麻,烏麻,油麻,脂麻",603.422,20.2885,58.6937,9.5084,15.7107,10.7188,0.54,24.4545,
C1610102,堅果及種子類,白芝麻(熟)2022年取樣),"胡麻,烏麻,油麻,脂麻",579.8331,21.734,52.4471,8.3637,21.2028,10.078,0.944,18.27,0.0372
C1610201,堅果及種子類,黑芝麻(熟),"胡麻,烏麻,油麻,脂麻",570.5749,17.26,54.4333,8.3816,20.639,13.9733,0.1535,1.9235,
C1610202,堅果及種子類,黑芝麻(熟)(2022年取樣),"胡麻,烏麻,油麻,脂麻",560.8082,20.689,51.7701,8.2617,21.1407,14.6575,0.614,0.84,0.009
C1620101,堅果及種子類,黑芝麻粉,,575.861,15.719,55.2097,8.2344,20.7926,12.2778,0.0,2.671,
C1700101,堅果及種子類,帶殼花生(生),"土豆,長生果,落花生",314.0174,15.289,27.2359,7.2807,12.2225,8.0896,1.7055,0.908,
C1700201,堅果及種子類,冷凍帶殼花生(熟),"土豆,長生果,落花生",343.5417,17.153,27.444,5.6274,13.3451,,,363.0284,
C1700301,堅果及種子類,黑金剛花生(生),"花生,土豆,長壽果",538.438,27.632,46.5733,9.1013,16.5502,7.0642,4.731,22.59,0.0
C1705101,堅果及種子類,帶膜花生仁(生)(1995年之前取樣),"土豆,長生果,落花生",477.9512,28.785,38.5,8.0894,20.5795,13.4958,,31.59,
C1705201,堅果及種子類,去膜花生仁(生),"土豆,長生果,落花生",543.8724,28.8335,45.3639,10.0817,19.1372,6.6493,4.5271,1.8595,
C1705301,堅果及種子類,帶膜花生仁(生)(2004年取樣),"土豆,長生果,落花生",500.0584,23.6283,38.1004,8.1798,28.4046,7.9415,4.4034,12.6617,
C1710101,堅果及種子類,紅土帶殼花生(熟),"土豆,長生果,落花生",539.5012,31.246,43.8941,9.1218,19.4667,7.5099,3.7545,644.7467,0.0428
C1720101,堅果及種子類,花生粉,,505.543,28.536,33.7658,,32.9546,4.9381,,10.9,
C1800101,堅果及種子類,芡實,"雞頭米,雞頭",336.1279,9.944,0.14,0.0423,75.4092,3.1232,,0.0,
C2005101,堅果及種子類,愛玉子,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",299.8479,12.22,12.53,1.1857,63.74,51.62,,6.4,
C2110101,堅果及種子類,原味葵瓜子(去殼),,569.112,21.981,51.8727,5.0576,18.6536,8.3366,3.032,1.326,
C2200101,堅果及種子類,銀杏果,"白果,銀杏核,公孫樹子,鴨腳樹子,靈眼",135.5167,4.084,1.2345,0.1712,28.8856,3.1652,1.2938,13.98,
C2300101,堅果及種子類,蓮子,,124.4155,9.277,0.5456,0.1647,25.591,7.9699,0.0,118.7367,
C2305101,堅果及種子類,蓮子(乾),,306.8153,21.7775,1.2331,0.3999,60.9265,13.065,2.1795,304.607,
D0100101,水果類,山竹,"鳳果,都捻子,倒稔子,羅漢果,莽吉柿,果中之后",66.7733,0.5535,0.287,,18.094,1.6419,,3.1624,
D02001,水果類,木瓜平均值,"番木瓜,番瓜",35.9575,0.559,0.0736,,9.9063,1.3746,6.182,3.3746,
D0200101,水果類,木瓜(2月取樣),"番木瓜,番瓜",28.6362,0.693,0.1189,,7.7301,1.5724,6.182,2.0296,
D0200102,水果類,木瓜(5月取樣),"番木瓜,番瓜",41.4486,0.675,0.104,,11.3045,1.4913,,3.6739,
D0200103,水果類,木瓜(8月取樣),"番木瓜,番瓜",31.2629,0.457,0.021,,8.8139,1.3615,,2.9287,
D0200104,水果類,木瓜(11月取樣),"番木瓜,番瓜",42.4821,0.411,0.0505,,11.7765,1.0731,,4.8663,
D0200201,水果類,青木瓜,"青番木瓜,青番瓜",24.7343,0.6203,0.0691,,7.1981,2.4009,4.2576,5.2903,
D0300101,水果類,安石榴,"石榴, 榭榴, 謝榴, 樹榴",59.8598,1.7,0.14,,16.76,4.6,,8.0,
D0400101,水果類,百香果(台農一號),"時計果,西番果",94.4084,1.998,2.24,0.2999,21.3183,4.8747,11.468,2.08,0.0
D0430101,水果類,百香果汁,"時計果汁,西番果汁,西番蓮汁,美里瓜汁",72.6329,0.871,0.3592,,18.6121,0.1898,,0.9742,
D0500101,水果類,金黃奇異果,"彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",56.6646,0.8385,0.2661,0.0931,14.97,1.42,10.6077,2.0379,
D0500201,水果類,奇異果,"彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",51.8836,1.1497,0.2582,0.0525,13.9607,2.7494,9.315,2.9167,
D0600101,水果類,紅毛丹,"韶子,毛龍眼,毛荔枝",70.8751,1.0315,0.657,,17.8662,1.5051,,8.1841,
D0700101,水果類,紅龍果(白肉),"火龍果,仙蜜果",48.8113,0.9307,0.4393,0.0491,12.4151,1.6795,8.931,0.0696,
D0700201,水果類,紅龍果(紅肉),"火龍果,仙蜜果",48.0086,1.119,0.2498,0.0679,12.2776,1.2759,9.2187,0.272,
D08001,水果類,北蕉平均值,"香蕉,芎蕉,弓蕉,甘蕉",82.3938,1.451,0.0722,0.039,22.0845,1.6184,18.014,0.1778,
D0800101,水果類,北蕉(2月取樣),"香蕉,芎蕉,弓蕉,甘蕉",90.0821,1.324,0.0111,,24.633,1.9614,,0.1743,
D0800102,水果類,北蕉(5月取樣),"香蕉,芎蕉,弓蕉,甘蕉",88.8546,1.557,0.1666,0.0899,23.6552,1.8313,18.014,0.262,
D0800103,水果類,北蕉(9月取樣),"香蕉,芎蕉,弓蕉,甘蕉",62.8062,1.33,0.039,,16.6394,1.1818,,0.1469,
D0800104,水果類,北蕉(11月取樣),"香蕉,芎蕉,弓蕉,甘蕉",87.8324,1.593,0.0719,,23.4102,1.4991,,0.128,
D0800201,水果類,"北蕉(0天,綠皮)","香蕉,芎蕉,弓蕉,甘蕉",87.3498,1.303,0.2554,0.0984,23.3214,1.9519,9.165,0.282,
D0800301,水果類,北蕉(1天),"香蕉,芎蕉,弓蕉,甘蕉",84.4012,1.432,0.2886,0.1237,22.2016,1.7198,13.019,0.301,
D0800401,水果類,北蕉(3天),"香蕉,芎蕉,弓蕉,甘蕉",80.9237,1.361,0.2992,0.1149,21.2829,1.7325,11.887,0.344,
D0800501,水果類,北蕉(7天),"香蕉,芎蕉,弓蕉,甘蕉",65.296,1.287,0.2485,0.0953,17.0754,1.6123,10.846,0.223,
D0800601,水果類,李林蕉(2007年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",97.9896,1.418,0.3465,0.151,26.253,2.6162,19.8249,0.0,
D0800602,水果類,李林蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",105.3784,1.474,0.087,,29.1507,3.2781,18.918,0.628,
D0800701,水果類,南華蕉,"香蕉,芎蕉,弓蕉,甘蕉(芭蕉)",119.4433,1.142,0.1,0.0,33.1697,2.9011,19.4063,0.231,
D0800801,水果類,紅皮蕉(2004年取樣),"香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",89.5648,1.287,0.2912,0.1251,23.951,2.1378,19.3878,0.316,
D0800802,水果類,紅皮蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",93.388,1.281,0.2216,0.1162,25.4518,2.7484,18.237,0.651,
D0801101,水果類,蛋蕉(2023年取樣),"旦蕉, 一口蕉",85.6925,1.068,0.01,0.0077,23.2589,1.0698,18.311,3.381,0.0
D0900101,水果類,酪梨(綠皮),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",59.5472,1.6293,3.6922,1.0824,7.9446,3.3947,0.9083,2.0583,
D0900201,水果類,酪梨(室溫存放0天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",73.2652,1.455,5.9116,1.6761,7.1315,4.2357,0.3221,0.408,
D0900301,水果類,酪梨(室溫存放3天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",79.8298,1.365,6.8229,2.002,6.3301,2.9079,0.3303,0.309,
D0900401,水果類,酪梨(室溫存放6天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",83.0325,1.517,7.5884,2.1993,6.5564,5.7391,0.8766,0.548,
D1000101,水果類,榴槤,"榴蓮,流連,山韶子",126.6272,2.7187,1.8612,0.7055,29.7262,3.1876,18.391,1.7409,0.0059
D1100101,水果類,開英種1號鳳梨,"旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔)",54.6088,0.624,0.2061,,14.5402,0.9735,,0.0265,
D11002,水果類,鳳梨平均值(雜交種),"鳳梨,旺來,波羅,黃萊,黃梨,王萊",50.9789,0.7379,0.1454,0.0542,13.6018,1.0525,11.5986,0.339,
D1100201,水果類,甘蔗鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨)",55.085,0.693,0.0732,,15.1288,1.4499,,0.0633,
D1100202,水果類,甜蜜蜜鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農16號)",40.8355,0.978,0.093,,10.6299,0.9354,,0.4058,
D1100203,水果類,金鑽鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨)",48.7073,0.501,0.1262,0.0536,13.2495,1.0816,9.4739,0.5375,
D1100204,水果類,牛奶鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農20號)",59.2877,0.7795,0.2892,0.0927,15.3991,0.743,13.7233,0.3495,
D1200101,水果類,釋迦,"番荔枝,釋迦果,佛頭果,番梨",99.8789,2.2,0.144,0.0552,26.556,2.7,15.976,7.0,0.0
D1200201,水果類,鳳梨釋迦,"旺來釋迦,奇美釋迦,蜜釋迦",99.4206,1.5105,0.415,0.1524,26.0073,1.7216,19.599,2.3035,
D1300101,水果類,桑葚,"桑果,桑葚兒",29.9544,1.137,0.3676,0.1598,6.9727,1.2778,3.7935,0.786,
D1330101,水果類,桑葚汁,"桑果,桑葚兒",24.5371,0.815,0.155,0.0,5.8665,0.3863,3.7649,0.48,
D1400101,水果類,草莓,,35.868,0.963,0.2439,0.0866,9.2799,1.7605,6.084,6.7619,
D1500101,水果類,土芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",31.1794,0.74,0.1,,9.96,5.0,,5.0,
D15002,水果類,芭樂平均值(白肉),"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",34.4176,0.6901,0.0982,0.0607,10.2344,3.4795,5.5305,1.4848,0.0
D1500201,水果類,番石榴(珍珠拔)(有機),"牛乳芭樂,牛奶芭樂,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",33.7508,0.576,0.06,0.0508,10.3856,3.7968,5.876,0.0,0.0
D1500202,水果類,世紀芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",34.1963,0.662,0.068,,10.2531,3.4427,,0.4396,
D1500203,水果類,珍珠芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",36.0784,0.7225,0.1649,0.0644,10.5989,3.6784,5.185,0.4996,
D1500204,水果類,泰國芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",33.645,0.8,0.1,,9.7,3.0,,5.0,
D1500205,水果類,無子芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",28.6964,0.74,0.0016,,8.5848,2.9429,,0.1583,
D1500301,水果類,紅心芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",35.7425,0.757,0.1089,0.0327,10.7164,3.9322,5.31,1.182,
D16001,水果類,楊桃平均值,"羊桃,洋桃,陽桃,五稜子,五斂子",30.021,0.5262,0.0706,,8.2414,1.2545,6.336,0.3201,
D1600101,水果類,楊桃(2月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",27.0115,0.438,0.0734,,7.5781,1.4723,,0.0877,
D1600102,水果類,楊桃(4月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",29.6998,0.651,0.0722,,8.1398,1.497,6.336,0.435,
D1600103,水果類,楊桃(5月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",32.9448,0.636,0.127,,8.6792,0.9377,,0.3473,
D1600104,水果類,楊桃(9月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",31.227,0.468,0.036,,8.7635,1.3721,,0.4848,
D1600105,水果類,楊桃(11月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",29.2218,0.438,0.0444,,8.0466,0.9933,,0.2457,
D1700101,水果類,美國紅葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",67.8178,0.443,0.4035,,17.7089,0.5,,7.9209,
D1700201,水果類,巨峰葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",63.1609,0.52,0.2633,0.1083,16.5539,0.2401,15.568,0.9866,
D17003,水果類,綠葡萄平均值,"葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",57.341,0.5188,0.1533,,15.2524,0.3709,,3.6363,
D1700301,水果類,美國綠葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",63.3408,0.5385,0.1935,,16.8136,0.3857,,7.0882,
D1700302,水果類,意大利葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",51.3412,0.499,0.113,,13.6912,0.356,,0.1844,
D1700401,水果類,美國紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",60.0248,0.4385,0.145,,16.2833,0.8013,,1.1939,
D1700501,水果類,美國紫葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",79.2276,0.444,0.0,,21.9225,0.7408,,0.6748,
D1700601,水果類,美國黑葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",61.3586,0.592,0.177,,16.4455,0.8224,,0.3481,
D1700701,水果類,美國綠葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",85.6132,0.581,0.395,,22.6912,0.8334,,0.9027,
D1700801,水果類,無子紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",70.6596,0.46,0.108,,19.2264,0.6281,,3.1072,
